customer_id,session_id,visit_date,device_type,user_type,marketing_channel,product_id,product_category,unit_price,quantity,discount_percent,discount_amount,revenue,pages_viewed,time_on_site_sec,added_to_cart,purchased,cart_abandoned,rating,review_text,review_helpful_votes,payment_method,visit_day,visit_month,visit_weekday,visit_season,session_duration_bucket,revenue_normalized,location
7457,1674,28-11-2024,1,1,2,14,6,1399.51,2,20,559.8,2239.22,21,247,1,1,0,2,8,36,5,28,11,3,0,Very Short,0.283827839,173
9849,1675,12-11-2024,0,1,2,474,2,694.84,1,10,69.48,0,3,1775,0,0,0,4,1,0,1,12,11,1,0,Very Long,0,15
2347,1676,09-01-2024,0,1,3,811,3,954.55,4,15,572.73,0,1,1669,0,0,0,4,1,0,1,9,1,1,3,Very Long,0,43
4773,1677,12-09-2024,1,1,3,76,0,440.48,1,0,0,0,12,700,1,0,1,4,1,0,3,12,9,3,0,Short,0,67
9317,1678,17-03-2024,0,1,4,846,1,267.63,1,30,80.29,187.34,7,601,1,1,0,4,10,33,4,17,3,6,1,Short,0.023745906,133
5630,1679,16-01-2024,1,1,1,670,3,529.57,2,10,105.91,953.23,19,446,1,1,0,5,4,43,2,16,1,1,3,Very Short,0.120824756,47
9482,1680,10-11-2024,2,1,0,636,5,783.23,1,25,195.81,0,4,1543,0,0,0,4,1,0,0,10,11,6,0,Very Long,0,148
1112,1681,12-02-2024,0,0,0,301,2,705.71,4,10,282.28,2540.56,18,1342,1,1,0,5,4,31,1,12,2,0,3,Long,0.322023586,142
1316,1682,19-04-2024,1,0,4,578,7,451.37,2,10,90.27,812.47,11,1297,1,1,0,4,4,26,1,19,4,4,1,Long,0.102983005,169
8163,1683,05-02-2024,1,1,5,683,0,685.68,2,15,205.7,0,24,858,0,0,0,4,1,0,2,5,2,0,3,Short,0,43
4225,1684,21-02-2024,0,0,2,547,4,98.04,3,0,0,0,18,851,0,0,0,4,1,0,3,21,2,2,3,Short,0,171
5681,1685,23-01-2024,1,1,5,599,5,886.27,4,10,354.51,0,4,1255,1,0,1,4,1,0,3,23,1,1,3,Long,0,87
4851,1686,03-11-2024,1,1,2,191,7,1127.37,3,15,507.32,0,2,648,0,0,0,4,1,0,5,3,11,6,0,Short,0,1
4671,1687,22-01-2024,2,1,3,845,5,1086.39,3,0,0,0,20,56,0,0,0,4,1,0,0,22,1,0,3,Very Short,0,113
9454,1688,04-10-2024,0,0,3,290,5,1306.64,2,25,653.32,0,13,668,0,0,0,4,1,0,2,4,10,4,0,Short,0,65
1846,1689,27-02-2024,1,1,3,663,4,340.31,4,10,136.12,0,14,799,0,0,0,4,1,0,2,27,2,1,3,Short,0,148
7949,1690,29-11-2024,0,1,1,724,1,498.29,3,0,0,0,24,376,0,0,0,4,1,0,1,29,11,4,0,Very Short,0,20
9006,1691,05-11-2024,0,1,3,184,2,1175.79,2,10,235.16,0,6,492,0,0,0,4,1,0,2,5,11,1,0,Short,0,24
6916,1692,17-08-2024,1,0,0,484,0,601.58,4,0,0,0,20,789,0,0,0,4,1,0,5,17,8,5,2,Short,0,30
4554,1693,29-10-2024,1,0,4,239,1,539.7,4,0,0,2158.8,11,1323,1,1,0,3,1,42,2,29,10,1,0,Long,0.273634363,57
2439,1694,18-04-2024,1,1,2,59,7,634.28,4,0,0,0,17,788,1,0,1,4,1,0,2,18,4,3,1,Short,0,74
7142,1695,12-10-2024,2,1,1,816,6,614.26,1,25,153.56,460.7,19,345,1,1,0,3,1,11,1,12,10,5,0,Very Short,0.058395104,189
5218,1696,21-03-2024,0,1,3,602,7,390.54,1,0,0,390.54,1,506,1,1,0,4,5,6,0,21,3,3,1,Short,0.049502114,163
2344,1697,12-08-2024,1,0,2,221,0,319.38,2,25,159.69,479.07,12,1527,1,1,0,3,1,25,5,12,8,0,2,Very Long,0.060723557,33
4236,1698,01-12-2024,0,0,5,400,3,1175.54,3,0,0,3526.62,16,1143,1,1,0,2,6,4,0,1,12,6,3,Long,0.447009643,173
9652,1699,21-09-2024,1,0,1,501,6,1124.74,1,0,0,1124.74,22,687,1,1,0,1,6,48,1,21,9,5,0,Short,0.142564162,55
3388,1700,08-04-2024,0,1,3,142,0,235.31,3,20,141.19,0,19,80,0,0,0,4,1,0,5,8,4,0,1,Very Short,0,164
2605,1701,26-09-2024,0,1,3,614,7,593.49,1,0,0,0,1,272,0,0,0,4,1,0,3,26,9,3,0,Very Short,0,214
7137,1702,18-11-2024,1,0,5,420,2,778.33,2,15,233.5,0,12,622,0,0,0,4,1,0,3,18,11,0,0,Short,0,27
2795,1703,20-11-2024,0,0,0,92,5,1628.81,2,0,0,0,17,1457,0,0,0,4,1,0,5,20,11,2,0,Very Long,0,187
9278,1704,26-09-2024,1,0,2,462,3,812.08,4,0,0,0,10,1218,1,0,1,4,1,0,4,26,9,3,0,Long,0,79
8729,1705,24-09-2024,2,0,0,151,1,244.36,4,10,97.74,879.7,12,1649,1,1,0,4,10,17,2,24,9,1,0,Very Long,0.111504609,70
9850,1706,13-10-2024,1,0,3,553,4,104.07,1,15,15.61,0,15,1019,0,0,0,4,1,0,1,13,10,6,0,Long,0,211
9212,1707,25-09-2024,1,1,5,553,5,1261.63,3,15,567.73,0,4,407,1,0,1,4,1,0,4,25,9,2,0,Very Short,0,140
3193,1708,18-02-2024,2,0,5,816,2,1721.93,1,15,258.29,0,21,1745,0,0,0,4,1,0,0,18,2,6,3,Very Long,0,161
2909,1709,20-10-2024,1,0,0,493,5,456.15,4,0,0,0,24,1794,1,0,1,4,1,0,5,20,10,6,0,Very Long,0,119
4083,1710,06-03-2024,0,1,1,363,6,1790.91,1,0,0,1790.91,16,435,1,1,0,4,10,4,3,6,3,2,1,Very Short,0.227003204,63
5227,1711,22-07-2024,1,1,1,27,5,987.52,3,0,0,0,15,329,0,0,0,4,1,0,3,22,7,0,2,Very Short,0,116
8919,1712,03-05-2024,1,1,1,484,3,893.44,1,30,268.03,625.41,21,1436,1,1,0,4,4,18,2,3,5,4,1,Very Long,0.07927259,26
7600,1713,18-03-2024,1,0,0,641,5,1410.7,4,0,0,5642.8,10,852,1,1,0,5,5,15,0,18,3,0,1,Short,0.715241794,193
6799,1714,12-04-2024,1,1,2,813,6,1248.96,3,15,562.03,0,2,624,1,0,1,4,1,0,2,12,4,4,1,Short,0,138
8904,1715,31-01-2024,0,0,3,55,1,537.54,3,0,0,0,14,1252,1,0,1,4,1,0,5,31,1,2,3,Long,0,55
6812,1716,09-06-2024,1,0,0,294,5,1451.84,1,10,145.18,0,22,706,0,0,0,4,1,0,0,9,6,6,2,Short,0,76
4411,1717,01-06-2024,0,1,5,671,7,317.43,3,0,0,952.29,12,1137,1,1,0,4,10,1,1,1,6,5,2,Long,0.120705609,133
4716,1718,27-05-2024,1,1,4,86,0,151.84,3,5,22.78,0,12,1223,1,0,1,4,1,0,5,27,5,0,1,Long,0,104
5652,1719,03-02-2024,1,0,4,166,5,1121.06,1,5,56.05,0,17,129,1,0,1,4,1,0,4,3,2,5,3,Very Short,0,80
1798,1720,09-08-2024,2,1,3,499,7,935.43,3,30,841.89,0,16,325,0,0,0,4,1,0,5,9,8,4,2,Very Short,0,199
7674,1721,02-03-2024,0,1,0,473,1,576,1,15,86.4,0,17,435,1,0,1,4,1,0,0,2,3,5,1,Very Short,0,146
6874,1722,08-11-2024,1,1,1,140,3,682.53,2,30,409.52,0,19,452,0,0,0,4,1,0,5,8,11,4,0,Very Short,0,3
7579,1723,09-01-2024,0,0,5,570,1,207.38,2,0,0,0,8,218,1,0,1,4,1,0,5,9,1,1,3,Very Short,0,55
5804,1724,21-01-2024,0,1,1,510,7,163.97,1,10,16.4,147.57,9,1251,1,1,0,5,3,46,1,21,1,6,3,Long,0.018704939,200
8045,1725,19-04-2024,0,0,3,237,5,1613.32,1,15,242,0,9,1254,0,0,0,4,1,0,2,19,4,4,1,Long,0,217
9546,1726,28-05-2024,1,0,5,294,3,550.1,3,5,82.52,1567.78,14,910,1,1,0,4,10,37,0,28,5,1,1,Long,0.198720809,123
6128,1727,20-12-2024,1,0,3,339,1,320.13,4,10,128.05,0,22,483,1,0,1,4,1,0,0,20,12,4,3,Short,0,52
4999,1728,10-07-2024,2,1,2,379,4,245.5,4,0,0,0,22,1139,1,0,1,4,1,0,3,10,7,2,2,Long,0,127
1941,1729,18-05-2024,0,1,2,496,7,596.76,2,30,358.06,835.46,22,1504,1,1,0,2,8,31,5,18,5,5,1,Very Long,0.105897056,82
8007,1730,01-11-2024,1,0,1,177,4,160.86,1,0,0,0,9,809,1,0,1,4,1,0,3,1,11,4,0,Short,0,51
9134,1731,28-03-2024,1,0,0,730,5,1355.32,1,0,0,0,24,356,1,0,1,4,1,0,4,28,3,3,1,Very Short,0,35
7294,1732,23-11-2024,0,1,4,204,7,632.52,3,0,0,0,5,19,1,0,1,4,1,0,1,23,11,5,0,Very Short,0,3
8789,1733,27-05-2024,1,1,1,561,1,706.23,2,15,211.87,0,20,1270,1,0,1,4,1,0,0,27,5,0,1,Long,0,91
8749,1734,24-04-2024,1,1,1,643,5,858.3,4,10,343.32,0,16,46,0,0,0,4,1,0,1,24,4,2,1,Very Short,0,195
8182,1735,19-04-2024,1,1,1,282,1,781.46,1,0,0,0,18,851,0,0,0,4,1,0,5,19,4,4,1,Short,0,34
5525,1736,04-01-2024,1,1,4,79,6,1846.9,3,15,831.11,4709.6,16,1683,1,1,0,5,5,37,2,4,1,3,3,Very Long,0.5969559,75
1898,1737,02-09-2024,1,1,0,339,6,898.19,4,0,0,0,8,628,0,0,0,4,1,0,5,2,9,0,0,Short,0,191
1029,1738,29-07-2024,2,0,3,577,7,420.02,1,15,63,357.02,17,272,1,1,0,5,0,47,1,29,7,0,2,Very Short,0.045253354,33
2839,1739,19-08-2024,0,1,5,531,0,604.85,3,20,362.91,0,20,1046,1,0,1,4,1,0,3,19,8,0,2,Long,0,7
4878,1740,25-08-2024,1,0,3,45,3,1038.93,2,20,415.57,0,9,71,0,0,0,4,1,0,4,25,8,6,2,Very Short,0,63
7691,1741,10-01-2024,1,1,3,475,3,685.39,4,10,274.16,0,4,961,0,0,0,4,1,0,0,10,1,2,3,Long,0,73
5101,1742,16-11-2024,0,1,4,370,3,693.56,4,0,0,0,4,1178,0,0,0,4,1,0,5,16,11,5,0,Long,0,159
1208,1743,05-07-2024,1,0,0,871,5,668.62,2,15,200.59,1136.65,11,1446,1,1,0,1,9,49,5,5,7,4,2,Very Long,0.144073791,81
2892,1744,09-09-2024,1,1,3,630,2,1565.55,2,20,626.22,0,7,1648,0,0,0,4,1,0,5,9,9,0,0,Very Long,0,18
9812,1745,14-01-2024,0,0,3,494,3,1272.9,1,0,0,0,10,1320,0,0,0,4,1,0,3,14,1,6,3,Long,0,63
9891,1746,04-10-2024,1,1,2,179,6,1808.79,1,0,0,1808.79,20,1129,1,1,0,3,1,38,5,4,10,4,0,Long,0.229269548,11
4393,1747,04-09-2024,1,0,0,271,2,1060.83,2,30,636.5,0,14,453,0,0,0,4,1,0,3,4,9,2,0,Very Short,0,13
8244,1748,14-05-2024,0,1,1,367,0,393.57,2,0,0,0,14,703,0,0,0,4,1,0,3,14,5,1,1,Short,0,48
7473,1749,07-12-2024,0,0,3,865,3,622.68,2,10,124.54,0,23,1363,0,0,0,4,1,0,3,7,12,5,3,Very Long,0,140
9380,1750,25-08-2024,1,0,0,83,3,1422.58,4,25,1422.58,0,12,1169,0,0,0,4,1,0,3,25,8,6,2,Long,0,180
8987,1751,27-11-2024,1,0,0,893,2,845.57,1,20,169.11,0,4,309,1,0,1,4,1,0,1,27,11,2,0,Very Short,0,6
6658,1752,26-10-2024,1,0,2,655,0,176.07,1,10,17.61,0,18,1032,1,0,1,4,1,0,5,26,10,5,0,Long,0,191
4551,1753,16-03-2024,1,1,3,242,2,509.95,4,15,305.97,0,21,1682,1,0,1,4,1,0,5,16,3,5,1,Very Long,0,110
6639,1754,29-12-2024,0,0,2,534,4,209.1,4,5,41.82,794.58,10,485,1,1,0,4,5,29,3,29,12,6,3,Short,0.100715394,149
3871,1755,28-09-2024,1,1,3,588,3,584.24,1,15,87.64,0,16,1110,0,0,0,4,1,0,3,28,9,5,0,Long,0,58
4132,1756,10-03-2024,0,0,2,3,5,289.27,4,0,0,1157.08,1,1581,1,1,0,2,9,48,1,10,3,6,1,Very Long,0.146663354,224
6478,1757,16-10-2024,2,1,0,2,5,1488.06,4,20,1190.45,0,21,917,0,0,0,4,1,0,4,16,10,2,0,Long,0,130
6142,1758,05-06-2024,1,1,4,466,2,1956.35,1,0,0,1956.35,16,1002,1,1,0,4,0,38,3,5,6,2,2,Long,0.24797322,99
6228,1759,11-11-2024,0,0,5,861,3,1356.61,1,5,67.83,1288.78,9,501,1,1,0,4,4,45,2,11,11,0,0,Short,0.163356723,46
4461,1760,04-03-2024,1,0,2,296,1,521.23,2,0,0,0,22,1515,0,0,0,4,1,0,1,4,3,0,1,Very Long,0,69
4681,1761,04-04-2024,2,0,5,803,1,447.7,1,0,0,0,15,1100,1,0,1,4,1,0,5,4,4,3,1,Long,0,167
1091,1762,06-05-2024,1,0,3,53,1,225.55,2,10,45.11,0,8,1198,1,0,1,4,1,0,0,6,5,0,1,Long,0,183
6415,1763,13-06-2024,1,0,5,249,5,873.46,4,15,524.08,2969.76,13,1465,1,1,0,4,3,47,1,13,6,3,2,Very Long,0.376425971,113
6181,1764,18-08-2024,0,1,5,598,4,147.2,4,0,0,0,1,1239,1,0,1,4,1,0,0,18,8,6,2,Long,0,136
9417,1765,21-03-2024,1,0,1,28,7,376.78,4,5,75.36,0,13,1709,1,0,1,4,1,0,4,21,3,3,1,Very Long,0,162
5538,1766,14-09-2024,1,1,0,711,5,1641.58,4,5,328.32,0,4,30,0,0,0,4,1,0,3,14,9,5,0,Very Short,0,135
5208,1767,09-01-2024,1,1,2,157,2,1645.74,1,10,164.57,0,20,1504,1,0,1,4,1,0,0,9,1,1,3,Very Long,0,39
1609,1768,30-04-2024,0,0,5,216,1,147.14,3,0,0,0,4,1436,0,0,0,4,1,0,2,30,4,1,1,Very Long,0,169
2770,1769,28-08-2024,2,1,5,805,6,536.57,2,10,107.31,0,8,1673,0,0,0,4,1,0,3,28,8,2,2,Very Long,0,216
4041,1770,06-04-2024,1,1,3,33,7,796.68,3,30,717.01,0,12,1177,0,0,0,4,1,0,4,6,4,5,1,Long,0,26
4394,1771,06-06-2024,0,0,1,495,2,809.71,2,15,242.91,0,19,1388,1,0,1,4,1,0,4,6,6,3,2,Very Long,0,174
4263,1772,09-08-2024,0,1,3,217,3,432.65,2,0,0,0,16,1207,1,0,1,4,1,0,0,9,8,4,2,Long,0,69
4546,1773,31-03-2024,0,1,3,432,4,182.49,3,15,82.12,0,8,1475,1,0,1,4,1,0,0,31,3,6,1,Very Long,0,9
7919,1774,17-12-2024,1,1,3,767,5,1257.95,1,0,0,0,24,1350,0,0,0,4,1,0,0,17,12,1,3,Long,0,174
2179,1775,05-11-2024,0,1,5,677,6,773.17,2,20,309.27,0,4,819,1,0,1,4,1,0,1,5,11,1,0,Short,0,9
3990,1776,20-12-2024,1,0,2,626,7,455.79,2,0,0,911.58,23,1752,1,1,0,1,9,36,2,20,12,4,3,Very Long,0.115545494,64
2465,1777,29-06-2024,0,0,5,481,7,360.7,2,0,0,721.4,13,1613,1,1,0,3,1,12,3,29,6,5,2,Very Long,0.09143961,114
3769,1778,05-05-2024,0,1,2,275,4,61.88,4,15,37.13,210.39,11,1187,1,1,0,3,1,47,1,5,5,6,1,Long,0.026667562,221
7160,1779,29-12-2024,0,0,2,707,2,1535.47,1,10,153.55,0,22,1758,0,0,0,4,1,0,4,29,12,6,3,Very Long,0,160
1420,1780,22-09-2024,0,1,5,426,5,956.11,1,5,47.81,0,22,1597,0,0,0,4,1,0,0,22,9,6,0,Very Long,0,95
4054,1781,16-10-2024,1,1,5,737,0,355.04,2,10,71.01,639.07,24,1639,1,1,0,5,3,24,4,16,10,2,0,Very Long,0.081004036,4
1213,1782,07-03-2024,1,1,4,274,3,820.85,4,10,328.34,0,5,685,0,0,0,4,1,0,3,7,3,3,1,Short,0,85
9593,1783,13-11-2024,1,1,2,231,2,1195.18,4,20,956.14,0,18,60,0,0,0,4,1,0,1,13,11,2,0,Very Short,0,198
7544,1784,11-07-2024,1,1,5,459,0,505.47,1,0,0,505.47,14,468,1,1,0,3,1,46,2,11,7,3,2,Short,0.064069836,105
3192,1785,09-10-2024,1,1,0,477,5,717.94,4,10,287.18,0,6,523,0,0,0,4,1,0,0,9,10,2,0,Short,0,52
2783,1786,28-10-2024,0,1,3,730,3,541.48,1,0,0,0,12,1002,1,0,1,4,1,0,0,28,10,0,0,Long,0,13
1890,1787,08-02-2024,1,0,1,414,4,280.51,3,30,252.46,0,5,132,0,0,0,4,1,0,2,8,2,3,3,Very Short,0,207
5255,1788,06-02-2024,0,1,5,552,1,238.55,3,0,0,715.65,9,312,1,1,0,5,0,32,4,6,2,1,3,Very Short,0.09071078,167
7780,1789,24-01-2024,1,0,4,609,5,1246.44,3,10,373.93,0,22,1082,1,0,1,4,1,0,2,24,1,2,3,Long,0,147
6257,1790,22-08-2024,1,1,5,621,4,398.19,2,10,79.64,0,16,895,0,0,0,4,1,0,0,22,8,3,2,Short,0,138
8928,1791,30-11-2024,1,1,1,369,0,980.49,3,30,882.44,2059.03,4,142,1,1,0,2,7,49,1,30,11,5,0,Very Short,0.260988217,139
4094,1792,11-01-2024,1,1,0,91,3,451.32,2,25,225.66,0,13,17,0,0,0,4,1,0,4,11,1,3,3,Very Short,0,175
3502,1793,20-02-2024,0,0,5,351,0,788.08,1,5,39.4,0,10,428,0,0,0,4,1,0,4,20,2,1,3,Very Short,0,104
5301,1794,26-06-2024,0,1,4,74,7,909.36,2,10,181.87,0,11,1468,1,0,1,4,1,0,5,26,6,2,2,Very Long,0,175
2818,1795,22-05-2024,2,0,0,800,5,1413.36,4,25,1413.36,4240.08,2,903,1,1,0,4,0,20,3,22,5,2,1,Short,0.537442834,98
9779,1796,07-02-2024,0,1,0,818,5,221.96,2,0,0,0,11,1249,0,0,0,4,1,0,0,7,2,2,3,Long,0,146
2671,1797,10-08-2024,0,1,5,723,2,1149.88,3,20,689.93,2759.71,23,989,1,1,0,5,0,29,2,10,8,5,2,Long,0.349801505,195
5309,1798,26-11-2024,0,1,1,721,0,705.75,2,0,0,0,20,72,0,0,0,4,1,0,5,26,11,1,0,Very Short,0,209
5697,1799,18-03-2024,2,1,4,865,7,436.36,2,20,174.54,0,13,399,0,0,0,4,1,0,5,18,3,0,1,Very Short,0,97
1513,1800,02-01-2024,2,1,5,587,2,1511.89,3,15,680.35,0,5,769,0,0,0,4,1,0,3,2,1,1,3,Short,0,112
5215,1801,23-03-2024,0,0,4,103,6,1134.59,3,30,1021.13,0,18,938,0,0,0,4,1,0,2,23,3,5,1,Long,0,220
5091,1802,08-03-2024,0,1,3,122,2,706.15,1,5,35.31,0,12,1702,0,0,0,4,1,0,5,8,3,4,1,Very Long,0,102
3334,1803,19-06-2024,1,1,1,397,4,74.86,1,20,14.97,59.89,22,833,1,1,0,1,2,14,0,19,6,2,2,Short,0.007591237,198
2151,1804,09-02-2024,0,1,0,747,3,391.85,4,15,235.11,1332.29,21,1458,1,1,0,4,10,1,5,9,2,4,3,Very Long,0.168871746,97
1406,1805,11-05-2024,0,1,1,734,0,736.74,2,15,221.02,0,20,1032,0,0,0,4,1,0,0,11,5,5,1,Long,0,21
1077,1806,13-02-2024,1,0,2,841,4,97.01,4,0,0,0,7,467,1,0,1,4,1,0,1,13,2,1,3,Short,0,105
5332,1807,03-09-2024,1,0,5,677,2,1022.37,2,5,102.24,0,6,478,1,0,1,4,1,0,2,3,9,1,0,Short,0,223
1808,1808,20-06-2024,0,1,4,523,0,395.48,1,15,59.32,0,9,1009,0,0,0,4,1,0,5,20,6,3,2,Long,0,74
9633,1809,28-01-2024,1,0,3,398,1,442.76,4,15,265.66,0,24,1142,1,0,1,4,1,0,1,28,1,6,3,Long,0,98
3202,1810,16-01-2024,1,1,0,587,2,1027.86,2,0,0,0,8,1452,1,0,1,4,1,0,4,16,1,1,3,Very Long,0,68
6872,1811,27-06-2024,1,1,5,366,5,1390.91,2,15,417.27,2364.55,21,151,1,1,0,3,1,25,2,27,6,3,2,Very Short,0.299713792,222
7060,1812,04-08-2024,0,1,0,582,6,1030.46,3,10,309.14,2782.24,11,608,1,1,0,5,5,48,3,4,8,6,2,Short,0.35265725,88
5459,1813,04-03-2024,0,1,3,586,4,381.21,3,0,0,1143.63,8,622,1,1,0,4,3,46,4,4,3,0,1,Short,0.144958526,149
8951,1814,28-04-2024,1,1,2,661,6,1507.01,2,0,0,0,16,1795,0,0,0,4,1,0,3,28,4,6,1,Very Long,0,181
1996,1815,09-08-2024,0,1,3,655,3,999.14,3,0,0,0,13,453,0,0,0,4,1,0,3,9,8,4,2,Very Short,0,123
3106,1816,20-06-2024,0,0,1,272,0,418.26,4,15,250.96,0,17,1543,1,0,1,4,1,0,3,20,6,3,2,Very Long,0,153
3271,1817,12-02-2024,0,1,5,711,1,171.11,2,25,85.56,0,8,1328,1,0,1,4,1,0,1,12,2,0,3,Long,0,48
2218,1818,22-05-2024,0,1,2,568,5,901.97,2,10,180.39,0,24,730,0,0,0,4,1,0,4,22,5,2,1,Short,0,39
3652,1819,13-03-2024,1,1,4,145,4,245.7,2,20,98.28,0,2,1382,0,0,0,4,1,0,2,13,3,2,1,Very Long,0,141
3813,1820,04-12-2024,0,0,2,493,3,1325.21,2,5,132.52,0,16,1209,0,0,0,4,1,0,2,4,12,2,3,Long,0,189
7882,1821,20-10-2024,1,0,2,400,2,1261.66,3,15,567.75,0,10,810,0,0,0,4,1,0,4,20,10,6,0,Short,0,110
3714,1822,23-04-2024,0,0,5,87,3,336.36,4,30,403.63,0,8,1617,0,0,0,4,1,0,4,23,4,1,1,Very Long,0,23
8889,1823,26-03-2024,1,0,0,566,6,1320.91,3,10,396.27,0,14,854,0,0,0,4,1,0,3,26,3,1,1,Short,0,92
7953,1824,19-02-2024,1,1,4,334,5,1313.87,4,15,788.32,4467.16,8,1020,1,1,0,3,1,25,0,19,2,0,3,Long,0.566225904,201
9113,1825,26-09-2024,0,1,0,696,6,677.09,4,15,406.25,0,15,1351,0,0,0,4,1,0,1,26,9,3,0,Long,0,65
1946,1826,01-12-2024,1,0,3,294,1,284.61,3,20,170.77,0,10,1669,0,0,0,4,1,0,5,1,12,6,3,Very Long,0,33
9860,1827,09-04-2024,2,0,1,58,1,786.1,4,0,0,3144.4,15,1617,1,1,0,4,4,3,3,9,4,1,1,Very Long,0.398562114,70
6525,1828,21-08-2024,0,0,1,775,5,1262.68,2,30,757.61,1767.75,14,1758,1,1,0,4,0,38,4,21,8,2,2,Very Long,0.224067605,17
9840,1829,26-03-2024,1,1,4,591,2,1595.6,4,0,0,0,15,744,1,0,1,4,1,0,4,26,3,1,1,Short,0,168
4193,1830,30-11-2024,1,1,5,835,5,988.63,3,0,0,2965.89,21,760,1,1,0,4,4,49,5,30,11,5,0,Short,0.375935437,96
9576,1831,19-04-2024,1,1,1,98,7,493.17,2,0,0,0,9,744,1,0,1,4,1,0,3,19,4,4,1,Short,0,185
6296,1832,05-02-2024,0,1,1,582,4,64.25,2,15,19.27,0,1,1221,1,0,1,4,1,0,1,5,2,0,3,Long,0,148
1646,1833,17-11-2024,0,0,3,345,2,1840.88,2,15,552.26,0,22,30,1,0,1,4,1,0,2,17,11,6,0,Very Short,0,184
4690,1834,11-12-2024,0,0,2,62,0,854.53,2,0,0,0,24,480,1,0,1,4,1,0,5,11,12,2,3,Short,0,90
2240,1835,24-05-2024,0,1,5,205,7,822.42,1,30,246.73,0,16,721,1,0,1,4,1,0,1,24,5,4,1,Short,0,158
9470,1836,27-11-2024,0,1,1,710,6,545.31,4,0,0,0,18,510,0,0,0,4,1,0,2,27,11,2,0,Short,0,202
3739,1837,29-03-2024,1,0,0,82,0,813.98,2,15,244.19,0,2,195,0,0,0,4,1,0,1,29,3,4,1,Very Short,0,74
3001,1838,08-04-2024,0,0,5,116,1,248.4,3,5,37.26,0,20,982,0,0,0,4,1,0,0,8,4,0,1,Long,0,60
5975,1839,14-07-2024,0,1,3,147,3,352.95,1,0,0,0,20,74,1,0,1,4,1,0,0,14,7,6,2,Very Short,0,138
4826,1840,07-08-2024,0,1,4,237,3,978.55,4,20,782.84,0,13,1333,0,0,0,4,1,0,3,7,8,2,2,Long,0,139
1872,1841,20-05-2024,1,1,1,537,0,278.6,3,5,41.79,0,20,1570,0,0,0,4,1,0,4,20,5,0,1,Very Long,0,145
8347,1842,18-10-2024,1,1,1,419,6,1687.95,1,5,84.4,1603.55,7,1243,1,1,0,4,3,29,1,18,10,4,0,Long,0.203254763,223
8611,1843,15-10-2024,1,1,1,457,6,1106.61,4,0,0,0,3,1767,1,0,1,4,1,0,1,15,10,1,0,Very Long,0,162
7685,1844,14-02-2024,1,0,3,38,1,291.76,1,0,0,0,23,736,1,0,1,4,1,0,0,14,2,2,3,Short,0,18
6550,1845,27-12-2024,0,1,5,800,1,532.94,4,0,0,0,15,1199,1,0,1,4,1,0,4,27,12,4,3,Long,0,4
4622,1846,28-02-2024,0,0,2,299,7,1115.23,2,0,0,2230.46,12,234,1,1,0,5,10,5,5,28,2,2,3,Very Short,0.282717483,78
5880,1847,11-07-2024,2,0,1,205,7,1159.84,2,0,0,2319.68,21,1384,1,1,0,2,7,18,0,11,7,3,2,Very Long,0.294026385,81
5688,1848,03-06-2024,0,1,3,623,3,1247.11,3,15,561.2,3180.13,15,1759,1,1,0,2,7,31,0,3,6,0,2,Very Long,0.403090999,123
2487,1849,13-06-2024,0,1,3,69,4,433.93,1,10,43.39,0,10,335,0,0,0,4,1,0,0,13,6,3,2,Very Short,0,29
1736,1850,16-02-2024,1,1,1,676,2,1195.63,3,30,1076.07,2510.82,1,286,1,1,0,4,0,29,2,16,2,4,3,Very Short,0.318253952,119
3279,1851,05-05-2024,0,1,0,368,6,253.07,1,5,12.65,240.42,20,1728,1,1,0,4,4,16,1,5,5,6,1,Very Long,0.030473955,18
5088,1852,12-01-2024,0,0,1,101,7,733.73,2,5,73.37,0,8,627,0,0,0,4,1,0,0,12,1,4,3,Short,0,209
2442,1853,21-12-2024,2,0,5,685,2,909.16,3,0,0,0,19,1231,1,0,1,4,1,0,1,21,12,5,3,Long,0,176
1959,1854,22-02-2024,0,0,0,423,1,206.25,4,0,0,825,7,1133,1,1,0,5,5,45,5,22,2,3,3,Long,0.10457122,111
8666,1855,25-06-2024,0,0,4,94,5,780.03,2,15,234.01,0,14,55,1,0,1,4,1,0,1,25,6,1,2,Very Short,0,73
4374,1856,19-03-2024,0,1,4,115,2,613.03,1,0,0,613.03,6,113,1,1,0,3,1,34,3,19,3,1,1,Very Short,0.077703388,115
6257,1857,05-03-2024,0,1,4,8,4,414.55,2,5,41.46,787.64,12,555,1,1,0,4,4,48,0,5,3,1,1,Short,0.099835728,71
5715,1858,22-05-2024,2,0,4,205,0,680.71,2,0,0,0,9,742,1,0,1,4,1,0,0,22,5,2,1,Short,0,74
7615,1859,19-12-2024,1,1,4,661,5,555.41,2,10,111.08,0,22,1492,1,0,1,4,1,0,1,19,12,3,3,Very Long,0,221
7657,1860,23-06-2024,2,1,0,34,2,648.49,3,20,389.09,0,5,1032,0,0,0,4,1,0,0,23,6,6,2,Long,0,46
3663,1861,16-12-2024,1,1,5,71,3,886.45,2,0,0,0,19,1680,1,0,1,4,1,0,3,16,12,0,3,Very Long,0,157
8630,1862,28-10-2024,1,0,5,577,1,778.47,3,0,0,0,21,638,1,0,1,4,1,0,1,28,10,0,0,Short,0,197
